ID	record_id	Criterium	Indicator	Voorwaarde	Waarde	Type	Invoertype	Eenheid
245122_3_9160	245122_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
245122_3_9160	245122_3	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
245122_3_9160	245122_3	Structuur	minimum structuurareaal	MSA	23.3761	Decimaal getal	NA	ha
245122_3_9160	245122_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
245123_2_9160	245123_2	Structuur	aandeel dood hout	aandeel dood hout	26.2995001851845	Percentage	NA	%
245123_2_9160	245123_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
245123_2_9160	245123_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
245123_2_9160	245123_2	Structuur	minimum structuurareaal	MSA	14.6773	Decimaal getal	NA	ha
245123_2_9160	245123_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
245123_3_9160	245123_3	Structuur	aandeel dood hout	aandeel dood hout	28.8393016294211	Percentage	NA	%
245123_3_9160	245123_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
245123_3_9160	245123_3	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
245123_3_9160	245123_3	Structuur	minimum structuurareaal	MSA	14.6773	Decimaal getal	NA	ha
245123_3_9160	245123_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
245133_2_9160	245133_2	Structuur	aandeel dood hout	aandeel dood hout	2.03513417570926	Percentage	NA	%
245133_2_9160	245133_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
245133_2_9160	245133_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
245133_2_9160	245133_2	Structuur	minimum structuurareaal	MSA	46.5594	Decimaal getal	NA	ha
245133_2_9160	245133_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
245133_3_9160	245133_3	Structuur	aandeel dood hout	aandeel dood hout	6.66771796277187	Percentage	NA	%
245133_3_9160	245133_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
245133_3_9160	245133_3	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
245133_3_9160	245133_3	Structuur	minimum structuurareaal	MSA	46.5594	Decimaal getal	NA	ha
245133_3_9160	245133_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
245147_2_91E0_va	245147_2	Structuur	aandeel dood hout	aandeel dood hout	4.31027554688798	Percentage	NA	%
245147_2_91E0_va	245147_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
245147_2_91E0_va	245147_2	Structuur	bosconstantie	bosconstantie	31	Geheel getal	NA	NA
245147_2_91E0_va	245147_2	Structuur	minimum structuurareaal	MSA	57.278	Decimaal getal	NA	ha
245147_2_91E0_va	245147_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
245147_3_91E0_va	245147_3	Structuur	aandeel dood hout	aandeel dood hout	4.37499675599363	Percentage	NA	%
245147_3_91E0_va	245147_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
245147_3_91E0_va	245147_3	Structuur	bosconstantie	bosconstantie	31	Geheel getal	NA	NA
245147_3_91E0_va	245147_3	Structuur	minimum structuurareaal	MSA	57.278	Decimaal getal	NA	ha
245147_3_91E0_va	245147_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
245148_2_9160	245148_2	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
245148_2_9160	245148_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
245148_2_9160	245148_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
245148_2_9160	245148_2	Structuur	minimum structuurareaal	MSA	23.9183	Decimaal getal	NA	ha
245148_2_9160	245148_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
245148_3_9160	245148_3	Structuur	aandeel dood hout	aandeel dood hout	5.78878622516237	Percentage	NA	%
245148_3_9160	245148_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
245148_3_9160	245148_3	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
245148_3_9160	245148_3	Structuur	minimum structuurareaal	MSA	23.9183	Decimaal getal	NA	ha
245148_3_9160	245148_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
245155_3_9160	245155_3	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
245155_3_9160	245155_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
245155_3_9160	245155_3	Structuur	bosconstantie	bosconstantie	20	Geheel getal	NA	NA
245155_3_9160	245155_3	Structuur	minimum structuurareaal	MSA	23.9183	Decimaal getal	NA	ha
245155_3_9160	245155_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
245159_2_9160	245159_2	Structuur	aandeel dood hout	aandeel dood hout	18.8293992706288	Percentage	NA	%
245159_2_9160	245159_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
245159_2_9160	245159_2	Structuur	bosconstantie	bosconstantie	21	Geheel getal	NA	NA
245159_2_9160	245159_2	Structuur	minimum structuurareaal	MSA	66.7679	Decimaal getal	NA	ha
245159_2_9160	245159_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
245159_3_9160	245159_3	Structuur	aandeel dood hout	aandeel dood hout	49.2338542201659	Percentage	NA	%
245159_3_9160	245159_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
245159_3_9160	245159_3	Structuur	bosconstantie	bosconstantie	21	Geheel getal	NA	NA
245159_3_9160	245159_3	Structuur	minimum structuurareaal	MSA	66.7679	Decimaal getal	NA	ha
245159_3_9160	245159_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
246058_2_91E0_vn	246058_2	Structuur	aandeel dood hout	aandeel dood hout	16.5712956134574	Percentage	NA	%
246058_2_91E0_vn	246058_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
246058_2_91E0_vn	246058_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
246058_2_91E0_vn	246058_2	Structuur	minimum structuurareaal	MSA	4.2255	Decimaal getal	NA	ha
246058_2_91E0_vn	246058_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
246058_3_91E0_vn	246058_3	Structuur	aandeel dood hout	aandeel dood hout	67.3656279325632	Percentage	NA	%
246058_3_91E0_vn	246058_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
246058_3_91E0_vn	246058_3	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
246058_3_91E0_vn	246058_3	Structuur	minimum structuurareaal	MSA	4.2255	Decimaal getal	NA	ha
246058_3_91E0_vn	246058_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
246088_2_9120	246088_2	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
246088_2_9120	246088_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
246088_2_9120	246088_2	Structuur	bosconstantie	bosconstantie	175	Geheel getal	NA	NA
246088_2_9120	246088_2	Structuur	minimum structuurareaal	MSA	8.2752	Decimaal getal	NA	ha
246088_2_9120	246088_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
246088_2_9190	246088_2	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
246088_2_9190	246088_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
246088_2_9190	246088_2	Structuur	bosconstantie	bosconstantie	175	Geheel getal	NA	NA
246088_2_9190	246088_2	Structuur	minimum structuurareaal	MSA	19.0811	Decimaal getal	NA	ha
246088_2_9190	246088_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
246119_2_9160	246119_2	Structuur	aandeel dood hout	aandeel dood hout	12.6640317090649	Percentage	NA	%
246119_2_9160	246119_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
246119_2_9160	246119_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
246119_2_9160	246119_2	Structuur	minimum structuurareaal	MSA	12.6257	Decimaal getal	NA	ha
246119_2_9160	246119_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
246120_2_9160	246120_2	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
246120_2_9160	246120_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
246120_2_9160	246120_2	Structuur	bosconstantie	bosconstantie	20	Geheel getal	NA	NA
246120_2_9160	246120_2	Structuur	minimum structuurareaal	MSA	12.6257	Decimaal getal	NA	ha
246120_2_9160	246120_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
246152_2_9120	246152_2	Structuur	aandeel dood hout	aandeel dood hout	0.670309422453777	Percentage	NA	%
246152_2_9120	246152_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
246152_2_9120	246152_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
246152_2_9120	246152_2	Structuur	minimum structuurareaal	MSA	1.3971	Decimaal getal	NA	ha
246152_2_9120	246152_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
246159_2_9120	246159_2	Structuur	aandeel dood hout	aandeel dood hout	1.05947144239114	Percentage	NA	%
246159_2_9120	246159_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
246159_2_9120	246159_2	Structuur	bosconstantie	bosconstantie	175	Geheel getal	NA	NA
246159_2_9120	246159_2	Structuur	minimum structuurareaal	MSA	5.8996	Decimaal getal	NA	ha
246159_2_9120	246159_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
247004_2_9190	247004_2	Structuur	aandeel dood hout	aandeel dood hout	2.28076467845486	Percentage	NA	%
247004_2_9190	247004_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
247004_2_9190	247004_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
247004_2_9190	247004_2	Structuur	minimum structuurareaal	MSA	12.644	Decimaal getal	NA	ha
247004_2_9190	247004_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
247051_2_9120	247051_2	Structuur	aandeel dood hout	aandeel dood hout	4.28420507096157	Percentage	NA	%
247051_2_9120	247051_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
247051_2_9120	247051_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
247051_2_9120	247051_2	Structuur	minimum structuurareaal	MSA	4.9767	Decimaal getal	NA	ha
247051_2_9120	247051_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
247057_2_9120	247057_2	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
247057_2_9120	247057_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
247057_2_9120	247057_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
247057_2_9120	247057_2	Structuur	minimum structuurareaal	MSA	4.876	Decimaal getal	NA	ha
247057_2_9120	247057_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
247068_2_9120	247068_2	Structuur	aandeel dood hout	aandeel dood hout	5.45851956402415	Percentage	NA	%
247068_2_9120	247068_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
247068_2_9120	247068_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
247068_2_9120	247068_2	Structuur	minimum structuurareaal	MSA	3.5445	Decimaal getal	NA	ha
247068_2_9120	247068_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
247080_2_9120	247080_2	Structuur	aandeel dood hout	aandeel dood hout	0.421022215077438	Percentage	NA	%
247080_2_9120	247080_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
247080_2_9120	247080_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
247080_2_9120	247080_2	Structuur	minimum structuurareaal	MSA	16.4616	Decimaal getal	NA	ha
247080_2_9120	247080_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
247082_2_9120	247082_2	Structuur	aandeel dood hout	aandeel dood hout	8.78110556762879	Percentage	NA	%
247082_2_9120	247082_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
247082_2_9120	247082_2	Structuur	bosconstantie	bosconstantie	175	Geheel getal	NA	NA
247082_2_9120	247082_2	Structuur	minimum structuurareaal	MSA	2.9978	Decimaal getal	NA	ha
247082_2_9120	247082_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
247090_2_9120	247090_2	Structuur	aandeel dood hout	aandeel dood hout	10.3149320820999	Percentage	NA	%
247090_2_9120	247090_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
247090_2_9120	247090_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
247090_2_9120	247090_2	Structuur	minimum structuurareaal	MSA	18.8269	Decimaal getal	NA	ha
247090_2_9120	247090_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
247096_2_9120	247096_2	Structuur	aandeel dood hout	aandeel dood hout	1.49169288513551	Percentage	NA	%
247096_2_9120	247096_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
247096_2_9120	247096_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
247096_2_9120	247096_2	Structuur	minimum structuurareaal	MSA	9.9594	Decimaal getal	NA	ha
247096_2_9120	247096_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
247100_2_9120	247100_2	Structuur	aandeel dood hout	aandeel dood hout	10.9089991613823	Percentage	NA	%
247100_2_9120	247100_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
247100_2_9120	247100_2	Structuur	bosconstantie	bosconstantie	175	Geheel getal	NA	NA
247100_2_9120	247100_2	Structuur	minimum structuurareaal	MSA	2.0439	Decimaal getal	NA	ha
247100_2_9120	247100_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
247100_2_9160	247100_2	Structuur	aandeel dood hout	aandeel dood hout	10.9089991613823	Percentage	NA	%
247100_2_9160	247100_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
247100_2_9160	247100_2	Structuur	bosconstantie	bosconstantie	175	Geheel getal	NA	NA
247100_2_9160	247100_2	Structuur	minimum structuurareaal	MSA	0.7393	Decimaal getal	NA	ha
247100_2_9160	247100_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
247109_2_9190	247109_2	Structuur	aandeel dood hout	aandeel dood hout	7.76542315027579	Percentage	NA	%
247109_2_9190	247109_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
247109_2_9190	247109_2	Structuur	bosconstantie	bosconstantie	175	Geheel getal	NA	NA
247109_2_9190	247109_2	Structuur	minimum structuurareaal	MSA	17.0243	Decimaal getal	NA	ha
247109_2_9190	247109_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
247109_2_91E0_vo	247109_2	Structuur	aandeel dood hout	aandeel dood hout	7.76542315027579	Percentage	NA	%
247109_2_91E0_vo	247109_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
247109_2_91E0_vo	247109_2	Structuur	bosconstantie	bosconstantie	175	Geheel getal	NA	NA
247109_2_91E0_vo	247109_2	Structuur	minimum structuurareaal	MSA	0.1282	Decimaal getal	NA	ha
247112_2_91E0_va	247112_2	Structuur	aandeel dood hout	aandeel dood hout	16.2424973608807	Percentage	NA	%
247112_2_91E0_va	247112_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
247112_2_91E0_va	247112_2	Structuur	bosconstantie	bosconstantie	21	Geheel getal	NA	NA
247112_2_91E0_va	247112_2	Structuur	minimum structuurareaal	MSA	43.965	Decimaal getal	NA	ha
247112_2_91E0_va	247112_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
247115_2_9160	247115_2	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
247115_2_9160	247115_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
247115_2_9160	247115_2	Structuur	bosconstantie	bosconstantie	21	Geheel getal	NA	NA
247115_2_9160	247115_2	Structuur	minimum structuurareaal	MSA	0.6218	Decimaal getal	NA	ha
247115_2_9160	247115_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
247120_2_91E0_va	247120_2	Structuur	aandeel dood hout	aandeel dood hout	11.2464312818474	Percentage	NA	%
247120_2_91E0_va	247120_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
247120_2_91E0_va	247120_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
247120_2_91E0_va	247120_2	Structuur	minimum structuurareaal	MSA	43.965	Decimaal getal	NA	ha
247120_2_91E0_va	247120_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
247120_2_91E0_vm	247120_2	Structuur	aandeel dood hout	aandeel dood hout	11.2464312818474	Percentage	NA	%
247120_2_91E0_vm	247120_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
247120_2_91E0_vm	247120_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
247120_2_91E0_vm	247120_2	Structuur	minimum structuurareaal	MSA	58.9511	Decimaal getal	NA	ha
247120_2_91E0_vm	247120_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
247121_2_9160	247121_2	Structuur	aandeel dood hout	aandeel dood hout	5.90701430293913	Percentage	NA	%
247121_2_9160	247121_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
247121_2_9160	247121_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
247121_2_9160	247121_2	Structuur	minimum structuurareaal	MSA	40.2912	Decimaal getal	NA	ha
247121_2_9160	247121_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
247127_2_9120	247127_2	Structuur	aandeel dood hout	aandeel dood hout	14.9043950562545	Percentage	NA	%
247127_2_9120	247127_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
247127_2_9120	247127_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
247127_2_9120	247127_2	Structuur	minimum structuurareaal	MSA	64.3943	Decimaal getal	NA	ha
247127_2_9120	247127_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
247127_2_9160	247127_2	Structuur	aandeel dood hout	aandeel dood hout	14.9043950562545	Percentage	NA	%
247127_2_9160	247127_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
247127_2_9160	247127_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
247127_2_9160	247127_2	Structuur	minimum structuurareaal	MSA	105.7737	Decimaal getal	NA	ha
247127_2_9160	247127_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
247127_2_91E0_vm	247127_2	Structuur	aandeel dood hout	aandeel dood hout	14.9043950562545	Percentage	NA	%
247127_2_91E0_vm	247127_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
247127_2_91E0_vm	247127_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
247127_2_91E0_vm	247127_2	Structuur	minimum structuurareaal	MSA	58.9511	Decimaal getal	NA	ha
247127_2_91E0_vm	247127_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
247136_2_9120	247136_2	Structuur	aandeel dood hout	aandeel dood hout	2.95739387463832	Percentage	NA	%
247136_2_9120	247136_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
247136_2_9120	247136_2	Structuur	bosconstantie	bosconstantie	175	Geheel getal	NA	NA
247136_2_9120	247136_2	Structuur	minimum structuurareaal	MSA	64.3943	Decimaal getal	NA	ha
247136_2_9120	247136_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
247143_2_9160	247143_2	Structuur	aandeel dood hout	aandeel dood hout	0.0303085113143628	Percentage	NA	%
247143_2_9160	247143_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
247143_2_9160	247143_2	Structuur	bosconstantie	bosconstantie	81	Geheel getal	NA	NA
247143_2_9160	247143_2	Structuur	minimum structuurareaal	MSA	105.7737	Decimaal getal	NA	ha
247143_2_9160	247143_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
247150_2_9120	247150_2	Structuur	aandeel dood hout	aandeel dood hout	2.73828079439302	Percentage	NA	%
247150_2_9120	247150_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
247150_2_9120	247150_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
247150_2_9120	247150_2	Structuur	minimum structuurareaal	MSA	34.6757	Decimaal getal	NA	ha
247150_2_9120	247150_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
247158_2_9120	247158_2	Structuur	aandeel dood hout	aandeel dood hout	6.71990327224255	Percentage	NA	%
247158_2_9120	247158_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
247158_2_9120	247158_2	Structuur	bosconstantie	bosconstantie	175	Geheel getal	NA	NA
247158_2_9120	247158_2	Structuur	minimum structuurareaal	MSA	34.6757	Decimaal getal	NA	ha
247158_2_9120	247158_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
247158_2_9190	247158_2	Structuur	aandeel dood hout	aandeel dood hout	6.71990327224255	Percentage	NA	%
247158_2_9190	247158_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
247158_2_9190	247158_2	Structuur	bosconstantie	bosconstantie	175	Geheel getal	NA	NA
247158_2_9190	247158_2	Structuur	minimum structuurareaal	MSA	5.0102	Decimaal getal	NA	ha
247158_2_9190	247158_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
248026_2_91E0_va	248026_2	Structuur	aandeel dood hout	aandeel dood hout	0.271614928188438	Percentage	NA	%
248026_2_91E0_va	248026_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
248026_2_91E0_va	248026_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
248026_2_91E0_va	248026_2	Structuur	minimum structuurareaal	MSA	12.9683	Decimaal getal	NA	ha
248026_2_91E0_va	248026_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
248113_2_91E0_va	248113_2	Structuur	aandeel dood hout	aandeel dood hout	2.63778778295996	Percentage	NA	%
248113_2_91E0_va	248113_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
248113_2_91E0_va	248113_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
248113_2_91E0_va	248113_2	Structuur	minimum structuurareaal	MSA	43.965	Decimaal getal	NA	ha
248113_2_91E0_va	248113_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
248113_2_91E0_vm	248113_2	Structuur	aandeel dood hout	aandeel dood hout	2.63778778295996	Percentage	NA	%
248113_2_91E0_vm	248113_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
248113_2_91E0_vm	248113_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
248113_2_91E0_vm	248113_2	Structuur	minimum structuurareaal	MSA	58.9511	Decimaal getal	NA	ha
